Test.data,Classifier,Feature.Selection,Features,Additional.Information,Discretisation.method,Discretisation.width.number,Number.of.features,AUC,fscore2,precision,recall,Features
Mix,SVM,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,5,0.51,0.36,0.22,0.49,"IVH_RVRI_50_0.05, GLSZM_LAE_0.05, IVH_RVRI_90_0.05, GLDZM_HISDE_0.05, Stats_skewness_0.05"
Mix,SVM,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,7,0.51,0.35,0.21,0.48,"NGTDM_coarseness_64, GLCM_clusShade_64, IVH_AVRI_90_64, Stats_var_64, IH_skewness_64, IVH_RVRI_70_64, IVH_RVRI_10_64"
Mix,SVM,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,4,0.51,0.37,0.21,0.5,"IVH_RVRI_50_32, GLCM_clusShade_32, IVH_RVRI_90_32, GLSZM_LILAE_32"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.5,2,0.5,0.35,0.17,0.48,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.2,3,0.5,0.33,0.16,0.48,"IVH_RVRI_80_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.1,8,0.5,0.31,0.14,0.48,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, GLCM_entrop2_0.1, GLSZM_SZN_0.1, Stats_cov_0.1, Shape_elongation_0.1"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.05,5,0.5,0.33,0.16,0.48,"IVH_RVRI_80_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, GLCM_maxProb_0.05, Shape_elongation_0.05"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBN,64,8,0.5,0.32,0.16,0.47,"IVH_RVRI_60_64, IVH_RVRI_80_64, NGTDM_busyness_64, IVH_RVRI_70_64, IVH_RVRI_50_64, Shape_sphericity_64, Shape_compactness3_64, IH_mean_64"
Mix,SVM,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBN,32,6,0.5,0.32,0.16,0.47,"IVH_RVRI_70_32, NGTDM_busyness_32, IVH_RVRI_50_32, IVH_RVRI_80_32, IVH_RVRI_60_32, GLCM_average_32"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,9,0.5,0.32,0.2,0.48,"IVH_RVRI_90_0.5, IVH_RVRI_70_0.5, IH_kurtosis_0.5, Shape_areaDensityBB_0.5, IVH_RVRI_60_0.5, IVH_RVRI_50_0.5, IVH_RVRI_40_0.5, GLDZM_LDE_0.5, IVH_AVRI_90_0.5"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,6,0.51,0.33,0.2,0.48,"IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IH_skewness_0.2, GLCM_clusShade_0.2, IVH_RVRI_90_0.2, IVH_AVRI_90_0.2"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,7,0.51,0.38,0.23,0.5,"IVH_RVRI_90_0.1, IVH_AVRI_90_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_TLGRI_90_0.1, GLCM_clusShade_0.1, IVH_RVRI_70_0.1"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,4,0.51,0.38,0.23,0.5,"GLCM_clusShade_0.05, IVH_RVRI_90_0.05, IVH_RVRI_50_0.05, IVH_AVRI_90_0.05"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,5,0.51,0.37,0.22,0.49,"NGLDM_HGSDE_64, IVH_RVRI_90_64, IVH_RVRI_50_64, IVH_RVRI_70_64, GLSZM_HISAE_64"
Mix,SVM,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,5,0.51,0.34,0.2,0.48,"NGLDM_HGSDE_32, GLSZM_HISAE_32, IVH_RVRI_50_32, GLDZM_HIE_32, IVH_RVRI_90_32"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.5,3,0.5,0.33,0.16,0.48,"IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_60_0.5"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.2,3,0.5,0.33,0.16,0.48,"IVH_RVRI_80_0.2, IVH_RVRI_70_0.2, IVH_RVRI_60_0.2"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.1,3,0.5,0.33,0.16,0.48,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1, IVH_RVRI_60_0.1"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.05,4,0.5,0.34,0.17,0.48,"IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, GLCM_maxProb_0.05"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBN,64,9,0.5,0.32,0.16,0.47,"IVH_RVRI_60_64, IVH_RVRI_80_64, NGTDM_busyness_64, IVH_RVRI_70_64, GLCM_sumAvg_64, IVH_RVRI_50_64, GLCM_average_64, IH_mean_64, IH_p90_64"
Mix,SVM,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBN,32,10,0.5,0.31,0.15,0.47,"IVH_RVRI_70_32, IVH_RVRI_80_32, NGTDM_busyness_32, IVH_RVRI_50_32, IVH_RVRI_60_32, GLCM_sumAvg_32, GLCM_average_32, GLRLM_SRHGE_32, IH_mean_32, IH_rms_32"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,7,0.51,0.36,0.24,0.49,"IVH_RVRI_70_0.5, IVH_RVRI_90_0.5, IVH_RVRI_60_0.5, IVH_AVRI_90_0.5, IH_kurtosis_0.5, IVH_RVRI_50_0.5, GLCM_clusShade_0.5"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,5,0.52,0.38,0.23,0.5,"IVH_RVRI_60_0.2, IVH_RVRI_50_0.2, IVH_RVRI_90_0.2, GLCM_clusShade_0.2, IVH_RVRI_70_0.2"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,5,0.52,0.38,0.22,0.5,"IVH_RVRI_90_0.1, IVH_AVRI_90_0.1, IVH_RVRI_60_0.1, IVH_RVRI_50_0.1, GLCM_clusShade_0.1"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,7,0.51,0.38,0.22,0.5,"GLCM_clusShade_0.05, IVH_RVRI_90_0.05, IVH_RVRI_60_0.05, IVH_RVRI_50_0.05, IVH_RVRI_80_0.05, IVH_AVRI_90_0.05, IVH_RVRI_70_0.05"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,4,0.51,0.37,0.23,0.49,"NGLDM_HGSDE_64, IVH_RVRI_90_64, IVH_RVRI_50_64, GLDZM_HIE_64"
Mix,SVM,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,8,0.51,0.36,0.21,0.49,"NGLDM_HGSDE_32, GLSZM_HISAE_32, IVH_RVRI_50_32, IVH_RVRI_70_32, IVH_RVRI_60_32, GLDZM_HIE_32, IVH_RVRI_90_32, GLDZM_INN_32"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.5,2,0.49,0.27,0.17,0.34,"Shape_volumeDensityBB_0.5, GLDZM_DZNN_0.5"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.2,8,0.52,0.34,0.21,0.42,"GLCM_clusShade_0.2, IVH_RVRI_40_0.2, GLSZM_LILAE_0.2, GLDZM_DZNN_0.2, Shape_volumeDensityBB_0.2, IH_maxGradI_0.2, IVH_AVRI_50_0.2, IVH_RVRI_60_0.2"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.1,8,0.52,0.31,0.19,0.39,"Stats_qcod_0.1, NGTDM_coarseness_0.1, IVH_RVRI_10_0.1, Shape_elongation_0.1, IH_maxGrad_0.1, NGTDM_contrast_0.1, IH_mode_0.1, IVH_RVRI_60_0.1"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.05,2,0.49,0.32,0.21,0.39,"GLCM_homogeneity1_0.05, IVH_RVRI_60_0.05"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBN,64,10,0.55,0.36,0.22,0.43,"IVH_RVRI_10_64, NGLDM_LGLDE_64, GLCM_energy_64, IVH_RVRI_50_64, Shape_elongation_64, IH_maxGrad_64, IVH_AIRV_30_64, GLDZM_DZNN_64, GLCM_clusProm_64, IVH_RVRI_60_64"
Mix,Logistic Regression,Forward MRMR pearson,Original Radiomics Features,Empty,FBN,32,1,0.47,0.3,0.2,0.36,IVH_RVRI_60_32
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,2,0.46,0.32,0.24,0.37,"Shape_areaDensityBB_0.5, IVH_RVRI_50_0.5"
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,8,0.48,0.35,0.2,0.44,"GLCM_infoCorr2_0.2, IVH_TLGRI_90_0.2, Fractal_sd_0.2, Shape_leastaxislength_0.2, GLSZM_HISAE_0.2, IH_skewness_0.2, Shape_areaDensityBB_0.2, IVH_RVRI_50_0.2"
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,2,0.46,0.32,0.24,0.37,"Shape_areaDensityBB_0.1, IVH_RVRI_50_0.1"
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,8,0.56,0.42,0.22,0.54,"GLCM_clusShade_0.05, Shape_surface_0.05, NGTDM_strength_0.05, IVH_AVRI_30_0.05, IH_minGradI_0.05, Shape_volumeDensityBE_0.05, GLCM_infoCorr2_0.05, IVH_RVRI_50_0.05"
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,2,0.46,0.32,0.24,0.37,"Shape_areaDensityBB_64, IVH_RVRI_50_64"
Mix,Logistic Regression,Forward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,4,0.58,0.36,0.28,0.4,"LocInt_peakLocal_32, GLCM_sumSquares_32, Shape_volumeDensityBE_32, IVH_RVRI_50_32"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBW,0.5,3,0.47,0.28,0.16,0.37,"GLDZM_DZNN_0.5, GLDZM_DZV_0.5, IVH_RVRI_60_0.5"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBW,0.2,7,0.5,0.33,0.19,0.42,"IVH_RVRI_10_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IVH_RVRI_90_0.2, Shape_elongation_0.2, Shape_volumeDensityBB_0.2"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBW,0.1,6,0.5,0.34,0.2,0.42,"IVH_RVRI_10_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_RVRI_70_0.1, Shape_elongation_0.1, Shape_volumeDensityBB_0.1"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBW,0.05,9,0.59,0.46,0.25,0.59,"IVH_RVRI_40_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, IVH_RVRI_90_0.05, Shape_elongation_0.05, Shape_volumeDensityBB_0.05, Stats_qcod_0.05"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBN,64,8,0.47,0.29,0.18,0.36,"GLDZM_DZNN_64, IVH_RVRI_10_64, IVH_RVRI_60_64, IVH_RVRI_70_64, Shape_elongation_64, Shape_volumeDensityBB_64, Stats_cov_64, Stats_qcod_64"
Mix,Logistic Regression,Backward MRMR pearson,Original Radiomics Features,Empty,FBN,32,8,0.52,0.34,0.2,0.43,"GLDZM_DZNN_32, GLDZM_SDE_32, IVH_RVRI_10_32, IVH_RVRI_60_32, IVH_RVRI_70_32, Shape_elongation_32, Stats_cov_32, Stats_qcod_32"
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,1,0.48,0.29,0.23,0.34,IVH_RVRI_50_0.5
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,10,0.54,0.35,0.21,0.42,"Fractal_lacunarity_0.2, Fractal_sd_0.2, IH_skewness_0.2, IVH_RVRI_40_0.2, IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, Shape_areaDensityBB_0.2, Shape_leastaxislength_0.2, Shape_volumeDensityBB_0.2, Stats_skewness_0.2"
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,1,0.48,0.29,0.23,0.34,IVH_RVRI_50_0.1
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,9,0.54,0.39,0.22,0.49,"Fractal_average_0.05, GLCM_clusShade_0.05, IH_skewness_0.05, IVH_RVRI_40_0.05, IVH_RVRI_50_0.05, IVH_RVRI_60_0.05, NGTDM_strength_0.05, Shape_volumeDensityBE_0.05, Stats_skewness_0.05"
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,7,0.53,0.37,0.23,0.44,"GLCM_clusShade_64, IH_minGradI_64, IH_skewness_64, IVH_RVRI_50_64, Shape_flatness_64, Shape_volumeDensityBB_64, Stats_skewness_64"
Mix,Logistic Regression,Backward MRMR pearson,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,5,0.48,0.29,0.24,0.33,"IH_skewness_32, NGTDM_strength_32, Shape_volumeDensityBB_32, Shape_volumeDensityBE_32, Stats_skewness_32"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBW,0.5,7,0.38,0.04,0.03,0.05,"IH_energy_0.5, GLCM_clusProm_0.5, GLCM_clusShade_0.5, GLSZM_SZV_0.5, IVH_RVRI_10_0.5, GLCM_contrast_0.5, GLSZM_LILAE_0.5"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBW,0.2,10,0.35,0.06,0.03,0.08,"IH_energy_0.2, GLCM_clusProm_0.2, GLSZM_LILAE_0.2, GLCM_clusShade_0.2, IVH_RVRI_10_0.2, GLCM_contrast_0.2, NGLDM_LGLDE_0.2, IVH_RVRI_20_0.2, NGTDM_complexity_0.2, GLSZM_LAE_0.2"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBW,0.1,8,0.41,0.1,0.06,0.13,"IH_energy_0.1, GLCM_clusProm_0.1, GLSZM_LILAE_0.1, GLCM_clusShade_0.1, IVH_RVRI_10_0.1, GLCM_contrast_0.1, NGLDM_LGLDE_0.1, IVH_RVRI_20_0.1"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBW,0.05,8,0.39,0.04,0.02,0.05,"IH_energy_0.05, GLCM_clusProm_0.05, GLRLM_LRE_0.05, GLCM_clusShade_0.05, GLRLM_RLV_0.05, GLCM_contrast_0.05, IVH_RVRI_10_0.05, GLRLM_LRLGE_0.05"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBN,64,7,0.49,0.25,0.17,0.3,"IH_energy_64, IVH_RVRI_10_64, IVH_RVRI_20_64, Stats_var_64, NGTDM_contrast_64, NGTDM_busyness_64, GLSZM_LILAE_64"
Mix,Logistic Regression,Forward MRMR MI,Original Radiomics Features,Empty,FBN,32,10,0.38,0.17,0.1,0.2,"IH_energy_32, GLSZM_LILAE_32, IVH_RVRI_10_32, IVH_RVRI_20_32, Stats_var_32, GLSZM_LAE_32, GLSZM_SZV_32, IVH_RVRI_80_32, NGTDM_busyness_32, NGLDM_LGLDE_32"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,7,0.53,0.39,0.24,0.47,"IVH_RVRI_50_0.5, GLSZM_HISAE_0.5, IVH_RVRI_90_0.5, GLSZM_LILAE_0.5, IVH_RVRI_10_0.5, GLCM_clusProm_0.5, Stats_skewness_0.5"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,10,0.54,0.36,0.22,0.43,"IVH_RVRI_50_0.2, GLSZM_HISAE_0.2, IVH_RVRI_90_0.2, GLSZM_LILAE_0.2, GLCM_clusShade_0.2, IVH_RVRI_10_0.2, Stats_skewness_0.2, IVH_AVRI_80_0.2, Shape_areaDensityBB_0.2, GLRLM_LRLGE_0.2"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,10,0.57,0.38,0.29,0.42,"IVH_RVRI_50_0.1, GLRLM_LRLGE_0.1, IVH_RVRI_90_0.1, GLCM_clusProm_0.1, IVH_RVRI_10_0.1, Stats_skewness_0.1, IVH_AVRI_80_0.1, IH_skewness_0.1, GLSZM_SZV_0.1, Shape_areaDensityBB_0.1"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,8,0.65,0.41,0.28,0.47,"IVH_RVRI_50_0.05, GLSZM_LAE_0.05, IVH_RVRI_90_0.05, GLDZM_HISDE_0.05, Stats_skewness_0.05, IH_maxGrad_0.05, GLDZM_INN_0.05, IVH_AVRI_80_0.05"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,10,0.62,0.38,0.23,0.47,"NGTDM_coarseness_64, GLCM_clusShade_64, IVH_AVRI_90_64, Stats_var_64, IH_skewness_64, IVH_RVRI_70_64, IVH_RVRI_10_64, NGTDM_busyness_64, IVH_RVRI_90_64, GLDZM_DZE_64"
Mix,Logistic Regression,Forward MRMR MI,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,6,0.49,0.34,0.21,0.41,"IVH_RVRI_50_32, GLCM_clusShade_32, IVH_RVRI_90_32, GLSZM_LILAE_32, Stats_skewness_32, IVH_RVRI_10_32"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.5,6,0.61,0.49,0.29,0.6,"IVH_RVRI_80_0.5, IVH_RVRI_70_0.5, NGLDM_DN_0.5, IVH_RVRI_60_0.5, GLDZM_DZV_0.5, GLCM_clusShade_0.5"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.2,4,0.54,0.38,0.22,0.48,"IVH_RVRI_80_0.2, IVH_RVRI_60_0.2, IVH_RVRI_70_0.2, IH_maxGrad_0.2"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.1,2,0.58,0.43,0.24,0.55,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBW,0.05,10,0.61,0.48,0.25,0.62,"IVH_RVRI_80_0.05, IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, GLCM_maxProb_0.05, Shape_elongation_0.05, Shape_centroidDistance_0.05, GLCM_sumEntro_0.05, IVH_RVRI_50_0.05, GLCM_entrop2_0.05, Shape_areaDensityBE_0.05"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBN,64,10,0.65,0.52,0.31,0.64,"IVH_RVRI_60_64, IVH_RVRI_80_64, NGTDM_busyness_64, IVH_RVRI_70_64, IVH_RVRI_50_64, Shape_sphericity_64, Shape_compactness3_64, IH_mean_64, NGTDM_coarseness_64, GLCM_average_64"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Original Radiomics Features,Empty,FBN,32,1,0.45,0.29,0.2,0.35,IVH_RVRI_70_32
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,6,0.54,0.36,0.25,0.41,"IVH_RVRI_90_0.5, IVH_RVRI_70_0.5, IH_kurtosis_0.5, Shape_areaDensityBB_0.5, IVH_RVRI_60_0.5, IVH_RVRI_50_0.5"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,8,0.59,0.37,0.27,0.41,"IVH_RVRI_50_0.2, IVH_RVRI_60_0.2, IH_skewness_0.2, GLCM_clusShade_0.2, IVH_RVRI_90_0.2, IVH_AVRI_90_0.2, IVH_RVRI_40_0.2, IVH_RVRI_70_0.2"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,9,0.7,0.49,0.33,0.57,"IVH_RVRI_90_0.1, IVH_AVRI_90_0.1, IVH_RVRI_50_0.1, IVH_RVRI_60_0.1, IVH_TLGRI_90_0.1, GLCM_clusShade_0.1, IVH_RVRI_70_0.1, IVH_RVRI_40_0.1, IVH_RVRI_80_0.1"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,6,0.69,0.46,0.31,0.52,"GLCM_clusShade_0.05, IVH_RVRI_90_0.05, IVH_RVRI_50_0.05, IVH_AVRI_90_0.05, IVH_RVRI_60_0.05, IVH_RVRI_80_0.05"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,7,0.6,0.32,0.21,0.37,"NGLDM_HGSDE_64, IVH_RVRI_90_64, IVH_RVRI_50_64, IVH_RVRI_70_64, GLSZM_HISAE_64, IH_p90_64, GLDZM_HIE_64"
Mix,Logistic Regression,Embebed RF FS Accuracy decrease,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,9,0.54,0.33,0.22,0.38,"NGLDM_HGSDE_32, GLSZM_HISAE_32, IVH_RVRI_50_32, GLDZM_HIE_32, IVH_RVRI_90_32, IVH_RVRI_70_32, GLSZM_HIE_32, IVH_RVRI_60_32, IH_skewness_32"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.5,8,0.64,0.5,0.27,0.64,"IVH_RVRI_70_0.5, IVH_RVRI_80_0.5, IVH_RVRI_60_0.5, NGLDM_DN_0.5, GLCM_clusShade_0.5, IVH_RVRI_50_0.5, Shape_centroidDistance_0.5, GLDZM_SDE_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.2,10,0.64,0.49,0.3,0.59,"IVH_RVRI_80_0.2, IVH_RVRI_70_0.2, IVH_RVRI_60_0.2, IVH_RVRI_50_0.2, IVH_RVRI_40_0.2, GLCM_energy_0.2, NGLDM_DN_0.2, GLCM_clusShade_0.2, GLSZM_SZN_0.2, Shape_centroidDistance_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.1,9,0.6,0.46,0.25,0.6,"IVH_RVRI_80_0.1, IVH_RVRI_70_0.1, IVH_RVRI_60_0.1, IVH_RVRI_50_0.1, Shape_areaDensityBE_0.1, Stats_cov_0.1, GLCM_entrop2_0.1, Stats_qcod_0.1, Shape_centroidDistance_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBW,0.05,10,0.66,0.52,0.31,0.64,"IVH_RVRI_60_0.05, IVH_RVRI_70_0.05, IVH_RVRI_80_0.05, GLCM_maxProb_0.05, IVH_RVRI_50_0.05, GLCM_sumEntro_0.05, Shape_elongation_0.05, Shape_centroidDistance_0.05, Shape_areaDensityBB_0.05, GLCM_clusShade_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBN,64,1,0.47,0.3,0.2,0.36,IVH_RVRI_60_64
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Original Radiomics Features,Empty,FBN,32,1,0.45,0.29,0.2,0.35,IVH_RVRI_70_32
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.5,5,0.62,0.35,0.26,0.39,"IVH_RVRI_70_0.5, IVH_RVRI_90_0.5, IVH_RVRI_60_0.5, IVH_AVRI_90_0.5, IH_kurtosis_0.5"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.2,10,0.62,0.32,0.25,0.35,"IVH_RVRI_60_0.2, IVH_RVRI_50_0.2, IVH_RVRI_90_0.2, GLCM_clusShade_0.2, IVH_RVRI_70_0.2, Shape_areaDensityBB_0.2, IVH_RVRI_40_0.2, IH_skewness_0.2, IVH_AVRI_90_0.2, Fractal_sd_0.2"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.1,7,0.63,0.4,0.3,0.44,"IVH_RVRI_90_0.1, IVH_AVRI_90_0.1, IVH_RVRI_60_0.1, IVH_RVRI_50_0.1, GLCM_clusShade_0.1, IVH_RVRI_70_0.1, Shape_areaDensityBB_0.1"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBW,0.05,6,0.69,0.46,0.31,0.52,"GLCM_clusShade_0.05, IVH_RVRI_90_0.05, IVH_RVRI_60_0.05, IVH_RVRI_50_0.05, IVH_RVRI_80_0.05, IVH_AVRI_90_0.05"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBN,64,8,0.61,0.42,0.28,0.48,"NGLDM_HGSDE_64, IVH_RVRI_90_64, IVH_RVRI_50_64, GLDZM_HIE_64, GLSZM_HISAE_64, IVH_RVRI_70_64, IVH_RVRI_80_64, GLSZM_HIE_64"
Mix,Logistic Regression,Embebed RF FS Gini Impurity,Tumor to Liver ratio Radiomics Features,Empty,FBN,32,5,0.49,0.29,0.18,0.35,"NGLDM_HGSDE_32, GLSZM_HISAE_32, IVH_RVRI_50_32, IVH_RVRI_70_32, IVH_RVRI_60_32"
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.5,1,0.48,0.4,0.18,0.59,GLDZM_DZNN_0.5
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.2,1,0.44,0.34,0.19,0.46,IVH_RVRI_60_0.2
Mix,Naive Bayes,Forward MRMR pearson,Original Radiomics Features,Empty,FBW,0.1,1,0.44,0.34,0.19,0.46,IVH_RVRI_60_0.1
